item_id,name,category,is_breakfast,is_drink,serving_weight_grams,calories,fat_calories,total_fat,saturated_fat,trans_fat,polyunsaturated_fat,monounsaturated_fat,cholesterol,sodium,total_carb,fibers,sugars,protein
270798,Kona Big Wave Golden Ale (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270799,Michelob Original Lager (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270800,Michelob Ultra (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270801,Miller Lite (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270802,Miller Genuine Draft (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270803,Miller High Life (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270804,Modelo Especial (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270805,Modelo Negra (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270806,Motorworks Intellectual Property IPA (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270807,Motorworks Pulp Fiction IPA (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270808,Newcastle Brown Ale (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270809,Road 2 Ruin Double IPA (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270810,Sea Hag IPA (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270811,Shock Top Belgian White (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270812,Stella Artois (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270813,Tecate Light (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270814,Tecate Original (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270815,Yuengling - Lager (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270816,Yuengling - Light Lager (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270817,Yuengling - Golden Pilsner (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270818,Yuengling - Black and Tan (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270819,Yuengling - Premium (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270820,Yuengling - Premium Light (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270821,Yuengling - Porter (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270822,Beer - General (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272551,Loaded Steak and Jalape&ntilde;o Fries,Test Items,0,0,211.2,467.32,245.85,27.38,4.18,0.01,7.95,14.64,25.23,1424.21,39.18,5.05,2.65,12.51
273297,Beach Bell Beer (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273298,Beach Bell Beer (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273299,Pacifico (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273300,Pacifico (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273380,Blue Point Hoptical Illusion IPA (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273381,Blue Point Hoptical Illusion IPA (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273382,Fat Tire Amber Ale (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273383,Fat Tire Amber Ale (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273384,Four Peaks Kilt Lifter (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273385,Four Peaks Kilt Lifter (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273386,Lagunitas IPA (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273387,Lagunitas IPA (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273388,Samuel Adams&reg; Winter Lager (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273389,Samuel Adams&reg; Winter Lager (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275133,Black Bean Crunchwrap Supreme&reg;,Veggie Cravings,0,0,257.89,517.36,155.93,17.41,4.89,0.04,6.55,5.35,4.58,1093.3,77.3,7.96,6.05,13.17
275167,Barrio Blonde (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275168,Barrio Blonde (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275169,Revolution Anti Hero (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275170,Revolution Anti Hero (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275212,Patriot Ale (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275213,Patriot Ale (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275214,Landshark Lager (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275215,Landshark Lager (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275216,Fair Winds&reg; Howling Gail (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275217,Fair Winds&reg; Howling Gail (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275218,Copperhead Red (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275219,Copperhead Red (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275220,Bell Tower Cerveza (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275221,Bell Tower Cerveza (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275310,Nachos BellGrande&reg; - Chicken,INM Nachos,0,0,297.67,711.13,315.43,35.45,4.83,0.04,10.04,20.46,31.63,1176.66,78.08,11.92,3.91,20.25
275311,Nachos BellGrande&reg; - Steak,INM Nachos,0,0,294.83,721.54,326.56,36.69,5.46,0.04,9.93,21.15,25.84,1197.31,78.46,11.73,4.61,19.69
276277,Corona Premier (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276278,Corona Premier (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277165,Cheesy Chipotle Double Stacked Taco,Test Items,0,0,131.83,309.75,152.51,16.71,5.38,0.23,5.45,5.29,27.34,639.23,29.94,3.9,1.78,9.99
277318,Grilled Cheese Burrito,Burritos,0,0,266.49,711.44,317.89,39.33,16.12,0.59,8.85,12.49,73.38,1506.93,64.09,5.82,4.26,25.28
277742,Loaded Taco Fries,Test Items,0,0,245.22,576.84,292.61,36.65,6.68,0.25,9.83,19.3,31.32,1149.12,49.91,6.86,2.44,12.03
279954,Corona Light (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279955,Corona Light (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280004,Dos Equis Lager Especial (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280005,Dos Equis Lager Especial (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280006,Sol Cervesa (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280007,Sol Cervesa (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280008,Victoria (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280009,Victoria (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280036,Pabst Blue Ribbon Original (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280037,Pabst Blue Ribbon Original (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280038,Sweetwater 420 Extra Pale Ale (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280039,Sweetwater 420 Extra Pale Ale (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280704,Brooklyn Lager (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280705,Brooklyn Lager (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282319,Cheesy Toasted Breakfast Burrito - Sausage,INM Breakfast,1,0,130.41,349.46,112.21,17.39,5.5,0.0,5.44,5.99,104.03,767.36,37.77,2.0,2.56,10.47
282320,Cheesy Toasted Breakfast Burrito - Bacon,INM Breakfast,1,0,130.41,349.68,102.65,16.32,5.09,0.0,5.31,5.46,109.37,897.56,37.64,1.86,2.7,13.06
282321,Cheesy Toasted Breakfast Burrito - Fiesta Potato (V),Breakfast (Regional),1,0,151.67,341.18,82.5,14.09,3.56,0.0,5.05,4.95,93.71,770.03,44.31,2.64,2.83,9.37
282322,Hash Brown Toasted Breakfast Burrito - Bacon,INM Breakfast,1,0,192.78,575.16,242.84,31.96,10.44,0.17,7.23,13.46,131.22,1304.95,51.61,3.28,2.73,20.28
282323,Hash Brown Toasted Breakfast Burrito - Sausage,INM Breakfast,1,0,192.78,574.95,252.4,33.02,10.86,0.17,7.35,13.99,125.88,1174.76,51.74,3.42,2.58,17.69
282324,Hash Brown Toasted Breakfast Burrito - Steak,INM Breakfast,1,0,215.46,571.46,222.03,29.65,9.71,0.17,6.61,12.44,136.55,1350.61,52.62,3.4,3.18,23.53
282325,Grande Toasted Breakfast Burrito - Steak,INM Breakfast,1,0,246.64,567.45,164.32,28.05,10.4,0.17,7.24,9.16,229.82,1368.68,52.31,3.78,3.59,26.5
282326,Grande Toasted Breakfast Burrito - Bacon,INM Breakfast,1,0,223.96,571.15,185.12,30.36,11.14,0.17,7.85,10.18,224.49,1323.02,51.29,3.65,3.14,23.25
282327,Grande Toasted Breakfast Burrito - Sausage,INM Breakfast,1,0,223.96,570.94,194.69,31.42,11.55,0.17,7.97,10.71,219.15,1192.83,51.42,3.79,2.99,20.67
283906,Old Elephant IPA (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283907,Old Elephant IPA (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288828,Bean Burrito (V),Burritos,0,0,189.9,359.97,81.42,10.4,4.27,0.05,4.01,1.94,7.08,1084.4,53.76,8.49,3.11,12.88
288829,Quesadilla - Cheese (V),INM Quesadillas,0,0,138.91,469.11,219.86,24.46,12.94,0.36,5.52,4.55,48.0,995.96,40.53,2.64,3.38,18.17
288830,Cheesy Roll Up (V),Specialties,0,0,56.7,179.27,77.59,8.63,5.54,0.17,1.06,1.49,22.25,431.52,16.91,1.06,1.3,8.48
288834,Pintos N Cheese (V),Sides & Sweets,0,0,121.9,172.15,50.59,6.71,3.17,0.09,2.1,1.24,11.11,687.28,18.97,6.75,1.08,8.97
288835,Black Beans & Rice (V),Sides & Sweets,0,0,116.23,157.62,41.03,4.56,0.42,0.0,1.07,3.06,0.0,368.23,24.97,4.95,0.65,4.18
288836,Black Beans (V),Sides & Sweets,0,0,42.52,50.88,11.88,1.32,0.13,0.0,0.45,0.75,0.0,140.28,7.25,3.81,0.47,2.5
290648,White Claw Hard Seltzer (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292244,Cheesy Bean & Rice Burrito (V),Burritos,0,0,181.44,421.26,143.89,16.62,4.27,0.01,6.94,4.83,3.94,941.62,54.9,5.61,3.29,9.48
292245,Black Bean Crunchwrap Supreme&reg; (V),Specialties,0,0,257.89,517.36,155.93,17.41,4.89,0.04,6.55,5.35,4.58,1093.3,77.3,7.96,6.05,13.17
297825,Crispy Tortilla Chicken Taco,Test Items,0,0,114.82,264.39,112.64,12.91,3.43,0.06,4.09,5.07,27.94,634.2,26.01,2.47,1.59,11.23
297826,Steak and Poblano Rolled Quesadilla - Single Steak,Test Items,0,0,175.77,519.48,250.33,27.88,13.63,0.37,6.91,5.82,72.36,1280.81,41.32,2.58,4.04,25.81
299109,Creamy Chipotle Sauce 1.5 oz,Side Portions - Hidden,0,0,42.52,224.21,219.18,24.35,3.77,0.06,14.34,5.11,24.2,211.13,0.72,0.14,0.42,0.53
312099,Grande Nachos - Grilled Chicken,Test Items,0,0,429.49,1071.21,498.34,55.75,8.37,0.11,14.96,32.2,64.33,1776.07,109.4,15.84,5.31,33.38
312101,Grande Nachos - Steak,Test Items,0,0,423.82,1092.03,520.58,58.22,9.62,0.11,14.73,33.59,52.76,1817.38,110.17,15.47,6.71,32.25
312623,Hop Commander IPA (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312624,Hop Commander IPA (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312805,Wild Strawberry Freeze&trade; (16 oz),Drinks,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312807,Wild Strawberry Freeze&trade; (20 oz),Drinks,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313269,Black Bean Chalupa Supreme&reg;,Veggie Cravings,0,0,145.96,337.53,155.85,17.29,3.65,0.09,4.3,8.9,9.29,456.05,35.69,6.41,3.91,9.99
313280,Black Bean Crunchy Taco,Vegetarian Versions - Hidden,0,0,70.87,121.1,41.01,4.42,0.59,0.0,2.23,1.56,0.0,143.08,16.91,5.1,0.92,3.52
313283,Nachos BellGrande&reg; - Veggie,Test Items,0,0,255.62,663.25,304.2,34.2,4.33,0.04,9.81,19.99,4.23,920.34,77.21,11.6,3.82,11.96
313286,Veggie Mexican Pizza (V),Specialties,0,0,170.1,463.1,212.19,24.05,6.53,0.17,5.69,11.33,22.22,747.52,47.31,6.28,3.07,14.46
313544,Dragonfruit Freeze&reg; with Dragonfruit Syrup (16 oz),Test Items,0,0,7.09,20.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,4.95,0.0,3.83,0.0
313545,Dragonfruit Freeze&reg; with Dragonfruit Syrup (20 oz),Test Items,0,0,7.09,20.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,4.95,0.0,3.83,0.0
313546,Dragonfruit Freeze&reg; (16 oz),New,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313547,Dragonfruit Freeze&reg; (20 oz),New,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314994,Mild Sauce Packet (V),Sides & Sweets,0,0,5.95,1.49,0.0,0.02,0.0,0.0,0.01,0.0,0.0,27.9,0.32,0.07,0.07,0.04
314995,Hot Sauce Packet (V),Sides & Sweets,0,0,5.95,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.92,0.36,0.08,0.11,0.04
314996,Fire Sauce Packet (V),Sides & Sweets,0,0,5.95,2.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,53.22,0.43,0.13,0.11,0.07
314997,Diablo Sauce Packet (V),Sides & Sweets,0,0,5.95,2.26,0.0,0.02,0.0,0.0,0.01,0.01,0.0,34.14,0.45,0.08,0.17,0.07
314998,Breakfast Salsa Packet (V),Breakfast (Regional),1,0,14.17,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.32,0.94,0.14,0.22,0.11
315242,Cheesy Toasted Breakfast Burrito,Breakfast (Regional),1,0,130.41,349.68,102.65,16.32,5.09,0.0,5.31,5.46,109.37,897.56,37.64,1.86,2.7,13.06
315243,Grande Toasted Breakfast Burrito,Breakfast (Regional),1,0,216.87,569.87,185.0,30.34,11.14,0.17,7.85,10.18,224.49,1322.67,51.02,3.57,2.95,23.19
315244,Hashbrown Toasted Breakfast Burrito,Breakfast (Regional),1,0,192.78,575.16,242.84,31.96,10.44,0.17,7.23,13.46,131.22,1304.95,51.61,3.28,2.73,20.28
347187,Grande Nachos - Veggie,Test Items,0,0,350.12,981.58,479.52,53.66,7.63,0.11,14.51,31.35,10.78,1267.81,108.14,15.22,5.31,16.93
347647,Captain Lawrence Hop Commander (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347648,Samuel Adams '76 (12 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354341,Red Sauce 1.6 oz,Side Portions - Hidden,0,0,45.36,16.99,0.0,0.0,0.0,0.0,0.06,0.0,0.0,348.98,3.09,0.83,0.39,1.16
354869,Black Bean Chalupa Supreme&reg; (V),Tacos,0,0,145.96,337.53,155.85,17.29,3.65,0.09,4.3,8.9,9.29,456.05,35.69,6.41,3.91,9.99
354875,Cheese Quesadilla (V),Quesadillas,0,0,138.91,469.11,219.86,24.46,12.94,0.36,5.52,4.55,48.0,995.96,40.53,2.64,3.38,18.17
354895,Cinnamon Twists,Veggie Cravings,0,0,35.44,166.83,54.7,6.08,0.57,0.0,0.75,4.75,0.0,115.4,26.69,0.56,9.79,1.35
354896,Chips and Nacho Cheese Sauce,Veggie Cravings,0,0,70.87,219.55,118.65,12.77,1.26,0.0,3.43,8.01,0.75,283.33,23.66,2.0,1.27,2.56
354897,Hash Brown (V),Breakfast (Regional),1,0,53.86,159.98,99.84,11.09,0.86,0.0,2.29,7.96,0.0,277.26,13.74,1.13,0.0,1.29
354898,Cinnabon&reg; Delights&trade; (2 Pack) (V),Breakfast (Regional),1,0,34.59,167.9,102.07,11.34,3.69,0.0,1.73,5.91,6.5,72.31,14.66,0.8,8.65,1.8
354899,Cinnabon&reg; Delights&trade; (12 Pack - Serves 4) (V),Breakfast (Regional),1,0,207.52,1007.38,612.41,68.05,22.14,0.0,10.38,35.49,39.01,433.86,87.95,4.77,51.92,10.79
354902,Cheesy Gordita Crunch,Tacos,0,0,174.35,494.13,255.0,27.78,10.54,0.42,9.62,6.83,52.79,845.1,41.58,4.91,4.34,19.56
354903,Chalupa Supreme&reg;,Tacos,0,0,146.0,355.0,181.18,20.11,5.39,0.26,4.11,9.99,25.99,577.81,31.45,4.26,3.44,12.26
354928,Soft Taco Supreme&reg; - Beef,INM Tacos,0,0,120.49,204.01,85.52,9.56,4.97,0.26,1.19,2.96,27.47,518.02,20.44,2.88,2.0,9.25
354929,Soft Taco Supreme&reg; - Chicken,INM Tacos,0,0,117.65,180.48,57.72,6.48,3.47,0.09,1.16,1.54,37.54,510.12,18.05,1.53,2.0,12.7
354931,Nachos BellGrande&reg; - Beef,INM Nachos,0,0,300.5,734.65,343.23,38.54,6.33,0.22,10.07,21.88,21.55,1184.56,80.46,13.27,3.91,16.8
360534,Cheesy Fiesta Potatoes - Value Menu,Cravings Value Menu,0,0,119.07,238.4,114.74,12.59,1.77,0.04,2.49,7.93,4.1,522.21,28.11,2.56,1.0,3.07
360539,Spicy Potato Soft Taco (V),Tacos,0,0,97.81,240.42,108.18,12.08,3.2,0.06,3.72,4.78,10.26,472.06,27.78,2.24,1.14,5.19
360540,Cheesy Fiesta Potatoes,Veggie Cravings,0,0,119.07,238.4,114.74,12.59,1.77,0.04,2.49,7.93,4.1,522.21,28.11,2.56,1.0,3.07
361513,Whiskey (80 Proof),Cantina (INM Only),0,0,28.35,65.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363356,Black Bean Loaded Taco Fries (V),Test Items,0,0,245.22,559.38,267.29,33.84,4.94,0.07,10.03,18.21,14.62,1027.36,54.14,9.01,2.92,9.76
363358,Anchor Steam (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363359,Angry Orchard (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363360,Cool Kidz IPA (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363361,St. Archer (16 oz),"Cantina Beer, Wine and Spirits",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363370,Hot Coffee with Creamer,Drinks,0,1,353.8,45.11,7.91,0.95,0.56,0.04,0.04,0.27,2.9,10.64,8.19,0.0,6.66,0.66
363371,Iced Coffee with Creamer,Drinks,0,1,467.2,43.98,7.91,0.92,0.56,0.04,0.04,0.25,2.9,17.41,8.19,0.0,6.66,0.53
380011,Breakfast California Crunchwrap - Sausage,INM Breakfast,1,0,243.81,693.96,353.23,44.42,14.92,0.21,9.26,19.57,142.01,1300.46,53.55,4.92,2.91,20.09
