canonical_product_id,product_code,base_name,size_variant,category,subcategory,is_breakfast,is_drink,us_active
8f27e34fccb8c1ee,26148,chicken quesadilla,,deals-and-combos,Combos,0,0,1
6204ea3701a1557f,26145,2 chicken chalupas supreme,,deals-and-combos,Combos,0,0,1
5851a4634246d41b,26149,crunchwrap supreme,,deals-and-combos,Combos,0,0,1
c5c77ee54ab04df1,26146,3 crunchy tacos,,deals-and-combos,Combos,0,0,1
3c337aa7df18c6b7,26147,3 crunchy tacos supreme,,deals-and-combos,Combos,0,0,1
555f9d34eaf8b412,26151,3 doritos locos tacos,,deals-and-combos,Combos,0,0,1
5c5b5e2da4bdec9c,26152,3 doritos locos tacos supreme,,deals-and-combos,Combos,0,0,1
e051efd122ba5683,3704Main,dirty mtn dew baja blast dream soda,,new,New,0,0,1
1c8a08892dc3186b,3670Main,strawberry lime refresca freeze,,new,New,0,0,1
edd004017b567226,5283Main,caramel apple empanada chiller,,new,New,0,0,1
390125ba49717851,3724Main,strawberry matcha chiller,,new,New,0,0,1
0fa7d3f0e045487b,3737Main,lemonade frost,,new,New,0,0,1
a85fbae2492d4bf6,3720Main,mexican chocolate churro chiller,,new,New,0,0,1
4b5a89ab53782b31,3722Main,wild strawberry churro chiller,,new,New,0,0,1
baf1fb37b019f056,3721Main,caramel dulce churro chiller,,new,New,0,0,1
0f9cd7d49335b318,3656Main,strawberry passionfruit limonada,,new,New,0,0,1
34cfef90f3d2c2ff,3657Main,mango peach limonada,,new,New,0,0,1
10f9208b064fd51a,3658Main,dragonfruit strawberry limonada,,new,New,0,0,1
e10915b6b87fd93a,3731Main,mexican mocha latte chiller,,new,New,0,0,1
51be9eefaf2ce5b0,3733Main,cinnabon caramel latte chiller,,new,New,0,0,1
ace577a2a7232340,3729Main,vanilla crema latte chiller,,new,New,0,0,1
54104e751a393777,3665Main,mexican mocha iced coffee,,new,New,0,0,1
1f525df66544edba,3664Main,cinnabon caramel iced coffee,,new,New,0,0,1
fe8ae9f737754760,3663Main,vanilla crema iced coffee,,new,New,0,0,1
